well_number,completed_depth_ft,deepest_logged_depth_ft,interval_count
MORR_0000535,996.0,996.0,2
MORR_0000600,383.0,383.0,10
MORR_0000649,110.0,110.0,6
MORR_0000834,115.0,115.0,6
MORR_0000871,102.0,102.0,4
MORR_0001107,60.0,60.0,5
MORR_0001471,91.0,91.0,4
MORR_0001578,123.0,123.0,6
MORR_0050635,48.0,48.0,3
MORR_0050661,35.0,35.0,1
MORR_0051158,160.0,160.0,5
MORR_0051375,138.0,138.0,4
MORR_0051379,143.0,143.0,9
MORR_0051420,210.0,210.0,8
MORR_0051422,110.0,110.0,3
MORR_0051427,53.0,53.0,2
MORR_0051515,83.0,83.0,1
MORR_0051529,88.0,88.0,2
MORR_0051531,160.0,160.0,8
MORR_0051538,142.0,142.0,5
MORR_0051543,97.0,97.0,1
MORR_0051544,122.0,122.0,6
MORR_0051545,85.0,85.0,1
MORR_0051677,25.0,25.0,2
MORR_0051678,20.0,20.0,2
MORR_0051682,30.0,30.0,1
MORR_0051683,25.0,25.0,1
MORR_0051684,20.0,20.0,1
MORR_0051685,45.0,45.0,1
MORR_0051686,55.0,55.0,3
MORR_0051687,55.0,55.0,3
MORR_0051688,51.0,51.0,2
MORR_0051689,55.0,55.0,3
MORR_0051718,340.0,340.0,8
MORR_0051735,126.0,126.0,8
MORR_0051741,60.0,59.0,4
MORR_0051742,125.0,125.0,7
MORR_0051743,125.0,125.0,7
MORR_0051744,50.0,50.0,2
MORR_0051745,46.0,46.0,2
MORR_0051746,27.0,27.0,2
MORR_0051747,30.0,30.0,2
MORR_0051748,353.0,353.0,6
MORR_0051818,80.0,80.0,3
MORR_0051830,80.0,80.0,4
MORR_0051843,78.0,78.0,4
MORR_0051844,166.0,166.0,11
MORR_0051845,155.0,155.0,5
MORR_0051858,55.0,55.0,1
MORR_0051861,80.0,80.0,3
MORR_0051868,80.0,80.0,4
MORR_0051870,60.0,60.0,4
MORR_0051876,,344.0,5
MORR_0051877,305.0,305.0,12
MORR_0051878,,166.0,1
MORR_0051879,80.0,80.0,3
MORR_0051884,80.0,80.0,4
MORR_0051885,365.0,365.0,12
MORR_0051886,131.0,130.0,13
MORR_0051887,121.0,121.0,8
MORR_0051889,105.0,105.0,7
MORR_0051895,340.0,340.0,5
MORR_0051913,30.0,30.0,2
MORR_0051914,30.0,30.0,2
MORR_0051915,30.0,30.0,2
MORR_0051916,30.0,30.0,2
MORR_0051917,30.0,30.0,2
MORR_0051918,25.0,25.0,2
MORR_0051919,80.0,80.0,4
MORR_0051933,570.0,570.0,13
MORR_0051934,144.0,144.0,7
MORR_0051935,38.0,38.0,3
MORR_0051936,59.0,58.6,4
MORR_0051945,28.0,28.0,2
MORR_0051946,28.0,28.0,2
MORR_0051947,29.0,29.0,2
MORR_0051954,40.0,40.0,3
MORR_0051955,40.0,40.0,3
MORR_0051956,40.0,40.0,3
MORR_0051957,40.0,40.0,3
MORR_0051958,40.0,40.0,3
MORR_0051959,40.0,40.0,3
MORR_0051960,40.0,40.0,3
MORR_0051961,40.0,40.0,3
MORR_0051962,40.0,40.0,3
MORR_0051963,40.0,40.0,3
MORR_0051964,40.0,40.0,1
MORR_0051965,40.0,40.0,1
MORR_0051966,40.0,40.0,1
MORR_0051967,40.0,40.0,1
MORR_0051968,40.0,40.0,1
MORR_0051969,25.0,25.0,1
MORR_0051970,25.0,25.0,1
MORR_0051980,76.0,76.0,2
MORR_0051982,80.0,80.0,3
MORR_0051983,60.0,60.0,3
MORR_0051986,80.0,80.0,4
MORR_0051997,260.0,260.0,7
MORR_0051999,40.0,40.0,1
MORR_0052000,40.0,40.0,1
MORR_0052001,40.0,40.0,1
MORR_0052002,40.0,40.0,1
MORR_0052003,40.0,40.0,1
MORR_0052011,103.0,103.0,5
MORR_0052012,25.0,25.0,1
MORR_0052013,25.0,25.0,1
MORR_0052014,25.0,25.0,1
MORR_0052015,25.0,25.0,1
MORR_0052016,25.0,25.0,1
MORR_0052023,160.0,160.0,9
MORR_0052028,80.0,80.0,4
MORR_0052038,646.0,646.0,8
MORR_0052039,330.0,330.0,1
MORR_0052040,35.0,35.0,3
MORR_0052041,25.0,25.0,2
MORR_0052042,25.0,25.0,2
MORR_0052043,25.0,25.0,2
MORR_0052044,30.0,30.0,3
MORR_0052047,30.0,30.0,1
MORR_0052048,30.0,30.0,1
MORR_0052049,25.0,25.0,1
MORR_0052050,30.0,30.0,1
MORR_0052051,25.0,25.0,1
MORR_0052053,30.0,30.0,1
MORR_0052054,30.0,30.0,1
MORR_0052055,30.0,30.0,1
MORR_0052056,33.0,32.5,2
MORR_0052057,38.0,37.5,2
MORR_0052058,40.0,40.0,1
MORR_0052059,30.0,30.0,1
MORR_0052060,30.0,30.0,1
MORR_0052061,25.0,25.0,1
MORR_0052062,40.0,40.0,1
MORR_0052063,25.0,25.0,1
MORR_0052064,40.0,40.0,1
MORR_0052065,40.0,40.0,1
MORR_0052067,44.0,44.0,1
MORR_0052068,105.0,105.0,8
MORR_0052069,305.0,305.0,14
MORR_0052108,282.0,282.0,5
MORR_0052112,57.0,57.0,4
MORR_0052113,30.0,30.0,2
MORR_0052114,30.0,30.0,2
MORR_0052115,50.0,50.0,4
MORR_0052116,50.0,50.0,4
MORR_0052117,50.0,50.0,4
MORR_0052118,50.0,50.0,4
MORR_0052119,50.0,50.0,4
MORR_0052120,19.0,19.0,3
MORR_0052121,45.0,45.0,5
MORR_0052122,17.0,17.0,3
MORR_0052123,50.0,50.0,4
MORR_0052124,49.0,49.0,4
MORR_0052125,49.0,49.0,4
MORR_0052126,49.0,49.0,4
MORR_0052127,46.0,46.0,4
MORR_0052128,50.0,50.0,4
MORR_0052129,30.0,30.0,2
MORR_0052139,78.0,78.0,7
MORR_0052141,53.0,53.0,4
MORR_0052142,267.0,267.0,5
MORR_0052144,35.0,35.0,2
MORR_0052145,24.0,24.0,2
MORR_0052146,18.0,18.0,2
MORR_0052147,40.0,40.0,1
MORR_0052148,29.0,29.0,2
MORR_0052149,15.0,15.0,3
MORR_0052150,15.0,15.0,3
MORR_0052151,15.0,15.0,3
MORR_0052152,15.0,15.0,3
MORR_0052153,15.0,15.0,3
MORR_0052154,15.0,15.0,3
MORR_0052155,15.0,15.0,3
MORR_0052156,15.0,15.0,3
MORR_0052157,15.0,15.0,1
MORR_0052158,20.0,20.0,3
MORR_0052159,25.0,25.0,1
MORR_0052160,15.0,15.0,2
MORR_0052161,15.0,15.0,2
MORR_0052162,15.0,15.0,2
MORR_0052163,15.0,15.0,2
MORR_0052164,15.0,15.0,2
MORR_0052165,5.0,5.0,1
MORR_0052166,5.0,5.0,1
MORR_0052167,5.0,5.0,1
MORR_0052168,5.0,5.0,1
MORR_0052169,5.0,5.0,1
MORR_0052170,5.0,5.0,1
MORR_0052171,5.0,5.0,1
MORR_0052172,5.0,5.0,1
MORR_0052173,60.0,60.0,3
MORR_0052182,15.0,15.0,2
MORR_0052183,15.0,15.0,2
MORR_0052184,15.0,15.0,2
MORR_0052185,15.0,15.0,2
MORR_0052186,30.0,30.0,2
MORR_0052187,35.0,35.0,2
MORR_0052188,50.0,50.0,2
MORR_0052189,35.0,35.0,2
MORR_0052190,80.0,80.0,1
MORR_0052191,27.0,27.0,1
MORR_0052192,50.0,50.0,1
MORR_0052193,46.0,46.0,1
MORR_0052195,105.0,105.0,8
MORR_0052196,27.0,27.0,2
MORR_0052197,47.0,47.0,6
MORR_0052198,49.0,49.0,2
MORR_0052199,38.0,38.0,2
MORR_0052202,58.0,58.0,3
MORR_0052203,50.0,50.0,3
MORR_0052204,50.0,50.0,3
MORR_0052205,50.0,50.0,3
MORR_0052206,50.0,50.0,3
MORR_0052207,50.0,50.0,3
MORR_0052208,30.0,30.0,1
MORR_0052209,30.0,30.0,1
MORR_0052210,120.0,120.0,6
MORR_0052211,130.0,130.0,1
MORR_0052215,40.0,40.0,1
MORR_0052216,40.0,40.0,1
MORR_0052217,40.0,40.0,1
MORR_0052218,40.0,40.0,1
MORR_0052219,40.0,40.0,1
MORR_0052220,40.0,40.0,1
MORR_0052221,40.0,40.0,1
MORR_0052222,40.0,40.0,1
MORR_0052223,40.0,40.0,1
MORR_0052224,40.0,40.0,1
MORR_0052225,40.0,40.0,1
MORR_0052226,40.0,40.0,1
MORR_0052227,40.0,40.0,1
MORR_0052228,90.0,40.0,1
MORR_0052229,80.0,80.0,2
MORR_0052230,75.0,75.0,2
MORR_0052231,70.0,70.0,3
MORR_0052232,80.0,80.0,1
MORR_0052233,80.0,80.0,2
MORR_0052234,40.0,40.0,1
MORR_0052235,122.0,122.0,5
MORR_0052240,80.0,80.0,3
MORR_0052247,346.0,346.0,13
MORR_0052248,86.0,86.0,1
MORR_0052249,25.0,25.0,1
MORR_0052255,60.0,60.0,3
MORR_0052263,30.0,30.0,2
MORR_0052271,80.0,80.0,1
MORR_0052272,106.0,106.0,6
MORR_0052280,108.0,108.0,10
MORR_0052281,120.0,120.0,10
MORR_0052283,945.0,945.0,48
MORR_0052289,127.0,127.0,9
MORR_0052290,127.0,127.0,10
MORR_0052291,107.0,107.0,9
MORR_0052293,172.0,172.0,6
MORR_0052294,20.0,20.0,1
MORR_0052295,15.0,15.0,1
MORR_0052296,15.0,15.0,1
MORR_0052297,10.0,10.0,1
MORR_0052298,10.0,10.0,1
MORR_0052299,10.0,10.0,1
MORR_0052300,15.0,15.0,1
MORR_0052301,10.0,10.0,1
MORR_0052302,10.0,10.0,1
MORR_0052303,10.0,10.0,1
MORR_0052304,10.0,10.0,1
MORR_0052305,10.0,10.0,1
MORR_0052314,155.0,155.0,11
MORR_0052315,172.0,172.0,1
MORR_0052316,78.0,78.0,4
MORR_0052332,50.0,50.0,1
MORR_0052333,50.0,50.0,1
MORR_0052334,50.0,50.0,1
MORR_0052335,50.0,50.0,1
MORR_0052336,16.0,16.0,2
MORR_0052337,50.0,50.0,2
MORR_0052345,345.0,345.0,8
MORR_0052346,270.0,270.0,10
MORR_0052347,100.0,100.0,4
MORR_0052348,170.0,170.0,4
MORR_0052349,145.0,145.0,5
MORR_0052351,900.0,900.0,18
MORR_0052387,1005.0,1008.0,27
MORR_0052391,300.0,300.0,4
MORR_0052394,282.0,282.0,11
MORR_0052395,275.0,275.0,8
MORR_0052396,348.0,348.0,10
MORR_0052397,137.0,137.0,6
MORR_0052398,343.0,343.0,8
MORR_0052399,345.0,345.0,3
MORR_0052400,112.0,112.0,6
MORR_0052401,,147.0,2
MORR_0052402,101.0,101.0,3
MORR_0052403,93.0,93.0,3
MORR_0052404,101.0,101.0,3
MORR_0052405,96.0,96.0,3
MORR_0052406,101.0,101.0,3
MORR_0052408,168.0,168.0,9
MORR_0052410,105.0,105.0,6
MORR_0052440,141.0,141.0,7
MORR_0052441,26.0,26.0,2
MORR_0052442,127.0,127.0,8
MORR_0052443,148.0,148.0,11
MORR_0052444,109.0,109.0,6
MORR_0052445,287.0,287.0,11
MORR_0052446,108.0,108.0,6
MORR_0052447,268.0,268.0,8
MORR_0052450,126.0,126.0,7
MORR_0052452,138.0,138.0,4
MORR_0052453,768.0,768.0,7
MORR_0052454,107.0,107.0,9
MORR_0052455,101.0,101.0,7
MORR_0052457,77.0,77.0,1
MORR_0052458,443.0,443.0,14
MORR_0052461,265.0,265.0,14
MORR_0052463,102.0,102.0,5
MORR_0052464,87.0,87.0,8
MORR_0052465,127.0,127.0,10
MORR_0052467,188.0,188.0,9
MORR_0052473,120.0,120.0,4
MORR_0052474,78.0,78.0,4
MORR_0052475,87.0,87.0,7
MORR_0052478,119.0,119.0,2
MORR_0052480,90.0,90.0,1
MORR_0052481,,40.0,1
MORR_0052482,,30.0,1
MORR_0052483,,40.0,1
MORR_0052484,,51.0,1
MORR_0052485,30.0,30.0,1
MORR_0052486,48.0,47.5,1
MORR_0052487,165.0,165.0,3
MORR_0052495,125.0,125.0,5
MORR_0052496,35.0,35.0,1
MORR_0052497,30.0,30.0,1
MORR_0052498,25.0,25.0,1
MORR_0052499,30.0,30.0,1
MORR_0052500,27.0,27.0,1
MORR_0052501,23.0,23.0,1
MORR_0052502,35.0,35.0,1
MORR_0052503,117.0,117.0,2
MORR_0052508,73.0,73.0,5
MORR_0052509,127.0,127.0,8
MORR_0052511,290.0,290.0,12
MORR_0052512,101.0,101.0,7
MORR_0052513,167.0,167.0,8
MORR_0052514,40.0,40.0,1
MORR_0052515,67.0,67.0,1
MORR_0052517,30.0,40.0,1
MORR_0052518,30.0,40.0,1
MORR_0052519,30.0,40.0,1
MORR_0052520,30.0,40.0,1
MORR_0052521,30.0,40.0,1
MORR_0052522,30.0,40.0,1
MORR_0052523,30.0,40.0,1
MORR_0052524,30.0,40.0,1
MORR_0052525,30.0,40.0,1
MORR_0052526,30.0,40.0,1
MORR_0052527,30.0,40.0,1
MORR_0052528,30.0,40.0,1
MORR_0052529,30.0,40.0,1
MORR_0052530,167.0,167.0,9
MORR_0052531,100.0,100.0,7
MORR_0052532,69.0,69.0,4
MORR_0052533,60.0,61.0,6
MORR_0052534,,84.0,5
MORR_0052535,,107.0,4
MORR_0052536,58.0,58.0,4
MORR_0052537,108.0,108.0,5
MORR_0052552,78.0,78.0,2
MORR_0052553,408.0,408.0,5
MORR_0052554,98.0,98.0,3
MORR_0052555,0.0,30.0,2
MORR_0052556,0.0,30.0,2
MORR_0052557,81.0,81.0,7
MORR_0052558,99.0,99.0,7
MORR_0052559,200.0,200.0,3
MORR_0052562,637.0,637.0,20
MORR_0052565,95.0,95.0,8
MORR_0052566,283.0,283.0,7
MORR_0052567,25.0,25.0,2
MORR_0052568,25.0,25.0,2
MORR_0052569,25.0,25.0,2
MORR_0052570,25.0,25.0,2
MORR_0052571,25.0,25.0,2
MORR_0052572,25.0,25.0,2
MORR_0052573,25.0,25.0,2
MORR_0052574,25.0,25.0,2
MORR_0052575,118.0,118.0,5
MORR_0052576,327.0,327.0,11
MORR_0052577,85.0,85.0,5
MORR_0052578,140.0,140.0,6
MORR_0052579,127.0,127.0,3
MORR_0052580,107.0,107.0,3
MORR_0052581,124.0,124.0,6
MORR_0052583,87.0,87.0,5
MORR_0052585,121.0,121.0,5
MORR_0052586,27.0,26.5,2
MORR_0052587,27.0,26.5,2
MORR_0052588,27.0,26.5,2
MORR_0052589,27.0,26.5,2
MORR_0052590,27.0,26.5,2
MORR_0052591,27.0,26.5,2
MORR_0052592,51.0,50.5,3
MORR_0052593,41.0,41.0,2
MORR_0052594,52.0,51.5,3
MORR_0052595,32.0,31.5,1
MORR_0052597,196.0,202.0,10
MORR_0052598,303.0,303.0,14
MORR_0052600,300.0,300.0,5
MORR_0052603,40.0,40.0,1
MORR_0052604,98.0,98.0,4
MORR_0052605,98.0,98.0,4
MORR_0052607,25.0,25.0,1
MORR_0052608,65.0,65.0,1
MORR_0052609,63.0,63.0,1
MORR_0052610,65.0,65.0,2
MORR_0052630,87.0,95.0,3
MORR_0052631,88.0,95.0,3
MORR_0052633,25.0,25.0,1
MORR_0052634,50.0,50.0,1
MORR_0052635,30.0,30.0,1
MORR_0052636,50.0,50.0,1
MORR_0052638,1303.0,1157.5,80
MORR_0052640,25.0,25.0,2
MORR_0052641,40.0,40.0,2
MORR_0052642,25.0,40.0,2
MORR_0052643,40.0,40.0,2
MORR_0052644,25.0,25.0,2
MORR_0052645,25.0,25.0,2
MORR_0052646,40.0,40.0,2
MORR_0052647,40.0,25.0,2
MORR_0052648,40.0,40.0,2
MORR_0052649,40.0,25.0,2
MORR_0052650,40.0,25.0,2
MORR_0052651,40.0,25.0,2
MORR_0052652,40.0,40.0,2
MORR_0052653,40.0,40.0,2
MORR_0052654,25.0,25.0,1
MORR_0052655,25.0,25.0,1
MORR_0052656,25.0,25.0,1
MORR_0052657,25.0,25.0,1
MORR_0052658,25.0,25.0,1
MORR_0052659,25.0,25.0,1
MORR_0052660,25.0,25.0,1
MORR_0052661,25.0,25.0,1
MORR_0052662,25.0,25.0,1
MORR_0052663,25.0,25.0,1
MORR_0052664,25.0,25.0,1
MORR_0052665,25.0,25.0,1
MORR_0052666,25.0,25.0,1
MORR_0052667,25.0,25.0,1
MORR_0052668,25.0,25.0,1
MORR_0052669,25.0,25.0,1
MORR_0052672,20.0,20.0,2
MORR_0052676,248.0,248.0,9
MORR_0052677,300.0,300.0,8
MORR_0052678,300.0,300.0,8
MORR_0052679,248.0,248.0,7
MORR_0052681,35.0,35.0,3
MORR_0052682,35.0,35.0,3
MORR_0052683,35.0,35.0,3
MORR_0052684,35.0,35.0,3
MORR_0052685,35.0,35.0,3
MORR_0052686,35.0,35.0,3
MORR_0052687,35.0,35.0,3
MORR_0052688,35.0,35.0,3
MORR_0052689,35.0,35.0,3
MORR_0052690,35.0,35.0,3
MORR_0052691,35.0,35.0,3
MORR_0052692,35.0,35.0,3
MORR_0052693,35.0,35.0,3
MORR_0052694,35.0,35.0,3
MORR_0052695,35.0,35.0,3
MORR_0052696,35.0,35.0,3
MORR_0052697,35.0,35.0,3
MORR_0052698,35.0,35.0,3
MORR_0052699,35.0,35.0,3
MORR_0052700,35.0,35.0,3
MORR_0052701,35.0,35.0,3
MORR_0052702,35.0,35.0,3
MORR_0052703,35.0,35.0,3
MORR_0052704,35.0,35.0,3
MORR_0052705,35.0,35.0,3
MORR_0052706,35.0,35.0,3
MORR_0052707,35.0,35.0,3
MORR_0052708,35.0,35.0,3
MORR_0052709,56.0,56.0,3
MORR_0052710,48.0,47.5,1
MORR_0052711,404.0,404.0,13
MORR_0052712,189.0,189.0,8
MORR_0052713,25.0,24.5,3
MORR_0052714,38.0,37.5,2
MORR_0052715,35.0,35.0,3
MORR_0052716,35.0,35.0,3
MORR_0052717,35.0,35.0,3
MORR_0052718,186.0,186.0,8
MORR_0052722,35.0,35.0,3
MORR_0052723,35.0,35.0,3
MORR_0052724,35.0,35.0,3
MORR_0052725,35.0,35.0,3
MORR_0052726,35.0,35.0,3
MORR_0052727,35.0,35.0,3
MORR_0052728,35.0,35.0,3
MORR_0052729,35.0,35.0,3
MORR_0052730,35.0,35.0,3
MORR_0052731,35.0,35.0,3
MORR_0052732,35.0,35.0,3
MORR_0052733,45.0,45.0,3
MORR_0052734,45.0,45.0,3
MORR_0052735,1570.0,1632.0,15
MORR_0052736,50.0,50.0,4
MORR_0052737,50.0,50.0,4
MORR_0052738,35.0,35.0,3
MORR_0052739,35.0,35.0,3
MORR_0052740,35.0,35.0,3
MORR_0052741,35.0,35.0,3
MORR_0052742,35.0,35.0,3
MORR_0052743,35.0,35.0,3
MORR_0052744,35.0,35.0,3
MORR_0052745,35.0,35.0,3
MORR_0052746,35.0,35.0,3
MORR_0052747,35.0,35.0,3
MORR_0052748,35.0,35.0,3
MORR_0052749,35.0,35.0,3
MORR_0052750,35.0,35.0,3
MORR_0052751,35.0,35.0,3
MORR_0052752,726.0,726.0,19
MORR_0052755,20.0,20.0,1
MORR_0052756,25.0,25.0,1
MORR_0052757,30.0,30.0,1
MORR_0052758,25.0,25.0,1
MORR_0052759,23.0,22.5,1
MORR_0052760,25.0,25.0,1
MORR_0052761,25.0,25.0,1
MORR_0052762,20.0,20.0,1
MORR_0052763,75.0,75.0,1
MORR_0052764,702.0,704.0,38
MORR_0052765,20.0,20.0,1
MORR_0052766,30.0,30.0,1
MORR_0052767,30.0,30.0,1
MORR_0052768,25.0,25.0,1
MORR_0052769,25.0,25.0,1
MORR_0052770,25.0,25.0,1
MORR_0052771,25.0,25.0,1
MORR_0052772,25.0,25.0,1
MORR_0052773,25.0,25.0,1
MORR_0052774,25.0,25.0,1
MORR_0052775,25.0,25.0,1
MORR_0052776,25.0,25.0,1
MORR_0052777,25.0,25.0,1
MORR_0052778,25.0,25.0,1
MORR_0052779,25.0,25.0,1
MORR_0052780,25.0,25.0,1
MORR_0052781,25.0,25.0,1
MORR_0052782,25.0,25.0,1
MORR_0052784,306.0,306.0,6
MORR_0052790,521.0,521.0,10
MORR_0052791,63.0,70.0,1
MORR_0052792,70.0,70.0,1
MORR_0052793,65.0,70.0,2
MORR_0052794,63.0,63.0,1
MORR_0052797,20.0,20.0,2
MORR_0052798,20.0,20.0,2
MORR_0052799,18.0,18.0,2
MORR_0052800,18.0,17.5,2
MORR_0052806,20.0,20.0,2
MORR_0052807,19.0,19.0,2
MORR_0052808,23.0,22.5,1
MORR_0052809,20.0,20.0,2
MORR_0052810,60.0,60.0,1
MORR_0052811,23.0,22.5,1
MORR_0052812,18.0,17.5,2
MORR_0052813,23.0,22.5,1
MORR_0052814,82.0,82.0,6
MORR_0052817,697.0,702.0,25
MORR_0052818,192.0,192.0,6
MORR_0052819,121.0,121.0,6
MORR_0052820,120.0,120.0,1
MORR_0052822,244.0,244.0,4
MORR_0052884,107.0,107.0,9
MORR_0052885,107.0,107.0,13
MORR_0052886,112.0,113.0,7
MORR_0052887,481.0,481.0,18
MORR_0052888,100.0,100.0,4
MORR_0052889,,69.0,2
MORR_0052899,40.0,40.0,1
MORR_0052902,52.0,51.5,3
MORR_0052903,40.0,40.0,2
MORR_0052904,20.0,20.0,1
MORR_0052905,31.0,31.0,2
MORR_0052906,35.0,35.0,3
MORR_0052907,35.0,35.0,3
MORR_0052909,35.0,35.0,2
MORR_0052910,35.0,35.0,3
MORR_0052911,94.0,94.0,10
MORR_0052912,181.0,181.0,4
MORR_0052913,217.0,217.0,11
MORR_0052914,378.0,378.0,10
MORR_0052915,25.0,25.0,1
MORR_0052925,21.0,20.5,2
MORR_0052926,25.0,25.0,2
MORR_0052927,15.0,20.0,2
MORR_0052928,20.0,20.0,2
MORR_0052929,20.0,20.0,2
MORR_0052931,20.0,20.0,2
MORR_0052932,24.0,24.0,2
MORR_0052933,19.0,19.0,2
MORR_0052934,19.0,19.0,2
MORR_0052935,20.0,20.0,2
MORR_0052936,20.0,20.0,2
MORR_0052937,19.0,19.0,2
MORR_0052938,25.0,25.0,2
MORR_0052941,30.0,30.0,2
MORR_0052942,25.0,25.0,2
MORR_0052943,30.0,30.0,2
MORR_0052944,25.0,25.0,1
MORR_0052945,25.0,25.0,1
MORR_0052946,308.0,308.0,15
MORR_0052947,300.0,300.0,14
MORR_0052948,308.0,308.0,14
MORR_0052949,308.0,308.0,15
MORR_0052950,35.0,35.0,1
MORR_0052951,35.0,35.0,1
MORR_0052952,35.0,35.0,1
MORR_0052953,35.0,35.0,1
MORR_0052955,202.0,202.0,12
MORR_0052956,80.0,80.0,7
MORR_0052965,18.0,18.0,1
MORR_0052966,20.0,18.0,1
MORR_0052967,19.0,19.0,1
MORR_0052968,22.0,22.0,1
MORR_0052969,25.0,25.0,1
MORR_0052970,399.0,399.0,30
MORR_0052971,365.0,586.0,16
MORR_0052979,297.0,297.0,13
MORR_0052980,30.0,30.0,2
MORR_0052981,30.0,30.0,2
MORR_0052982,30.0,30.0,2
MORR_0052983,30.0,30.0,2
MORR_0052984,30.0,30.0,2
MORR_0052986,282.0,282.0,7
MORR_0052987,40.0,40.0,1
MORR_0052988,80.0,80.0,1
MORR_0052989,40.0,40.0,1
MORR_0052990,30.0,30.0,1
MORR_0052991,22.0,22.0,2
MORR_0052993,313.0,313.0,9
MORR_0052994,25.0,25.0,1
MORR_0052995,25.0,25.0,1
MORR_0052996,25.0,25.0,1
MORR_0052997,35.0,35.0,1
MORR_0052998,35.0,35.0,1
MORR_0052999,35.0,35.0,1
MORR_0053000,35.0,35.0,1
MORR_0053001,35.0,35.0,1
MORR_0053002,35.0,35.0,1
MORR_0053003,35.0,35.0,1
MORR_0053004,25.0,25.0,1
MORR_0053005,25.0,25.0,1
MORR_0053006,35.0,35.0,1
MORR_0053007,35.0,35.0,1
MORR_0053008,35.0,35.0,1
MORR_0053009,25.0,25.0,1
MORR_0053010,25.0,25.0,1
MORR_0053011,25.0,25.0,1
MORR_0053012,25.0,25.0,1
MORR_0053013,25.0,25.0,1
MORR_0053014,25.0,25.0,1
MORR_0053015,35.0,35.0,1
MORR_0053016,35.0,35.0,1
MORR_0053017,35.0,35.0,1
MORR_0053018,25.0,25.0,1
MORR_0053019,540.0,540.0,26
MORR_0053021,19.0,18.5,2
MORR_0053022,30.0,30.0,2
MORR_0053023,20.0,20.0,2
MORR_0053024,18.0,18.0,2
MORR_0053025,18.0,17.5,2
MORR_0053026,20.0,20.0,2
MORR_0053027,18.0,18.0,2
MORR_0053028,20.0,20.0,2
MORR_0053029,164.0,166.0,5
MORR_0053030,90.0,90.0,2
MORR_0053031,118.0,120.0,3
MORR_0053037,107.0,107.0,4
MORR_0053038,1441.0,1443.0,48
MORR_0053039,30.0,30.0,2
MORR_0053040,30.0,30.0,3
MORR_0053041,30.0,30.0,2
MORR_0053042,30.0,30.0,2
MORR_0053043,30.0,30.0,2
MORR_0053044,30.0,30.0,2
MORR_0053046,80.0,80.0,1
MORR_0053047,61.0,61.0,1
MORR_0053048,,123.0,1
MORR_0053050,58.0,58.0,2
MORR_0053051,19.0,19.0,3
MORR_0053052,21.0,21.0,3
MORR_0053053,26.0,25.5,3
MORR_0053055,285.0,285.0,5
MORR_0053056,320.0,320.0,5
MORR_0053058,100.0,100.0,17
MORR_0053061,30.0,30.0,1
MORR_0053062,30.0,30.0,1
MORR_0053063,30.0,30.0,1
MORR_0053064,30.0,30.0,1
MORR_0053065,30.0,30.0,1
MORR_0053066,30.0,30.0,1
MORR_0053067,30.0,30.0,1
MORR_0053068,30.0,30.0,1
MORR_0053069,30.0,30.0,1
MORR_0053070,30.0,30.0,1
MORR_0053071,30.0,30.0,1
MORR_0053072,30.0,30.0,1
MORR_0053073,30.0,30.0,1
MORR_0053074,30.0,30.0,1
MORR_0053075,30.0,30.0,1
MORR_0053076,30.0,30.0,1
MORR_0053077,30.0,30.0,1
MORR_0053078,30.0,30.0,1
MORR_0053079,30.0,30.0,1
MORR_0053080,30.0,30.0,1
MORR_0053081,30.0,30.0,1
MORR_0053082,30.0,30.0,1
MORR_0053083,30.0,30.0,1
MORR_0053084,30.0,30.0,1
MORR_0053085,30.0,30.0,1
MORR_0053086,30.0,30.0,1
MORR_0053087,30.0,30.0,1
MORR_0053088,30.0,30.0,2
MORR_0053089,30.0,30.0,1
MORR_0053090,30.0,30.0,1
MORR_0053091,441.0,441.0,12
MORR_0053093,261.0,261.0,13
MORR_0053098,581.0,581.0,21
MORR_0053099,98.0,98.0,3
MORR_0053100,78.0,78.0,3
MORR_0053106,300.0,300.0,10
MORR_0053107,300.0,300.0,15
MORR_0053108,300.0,300.0,15
MORR_0053109,300.0,300.0,16
MORR_0053111,40.0,40.0,2
MORR_0053112,40.0,40.0,2
MORR_0053113,40.0,40.0,2
MORR_0053114,40.0,40.0,2
MORR_0053115,40.0,40.0,1
MORR_0053116,40.0,40.0,1
MORR_0053117,40.0,40.0,1
MORR_0053118,40.0,40.0,1
MORR_0053119,40.0,40.0,1
MORR_0053120,40.0,40.0,1
MORR_0053121,10.0,10.0,1
MORR_0053122,10.0,10.0,1
MORR_0053123,40.0,40.0,1
MORR_0053124,40.0,40.0,1
MORR_0053125,40.0,40.0,1
MORR_0053126,40.0,40.0,1
MORR_0053127,40.0,40.0,1
MORR_0053128,40.0,40.0,1
MORR_0053129,40.0,40.0,1
MORR_0053130,40.0,40.0,1
MORR_0053131,10.0,10.0,1
MORR_0053132,10.0,10.0,1
MORR_0053133,40.0,40.0,1
MORR_0053134,40.0,40.0,1
MORR_0053135,40.0,40.0,1
MORR_0053136,40.0,40.0,1
MORR_0053137,40.0,40.0,1
MORR_0053138,10.0,10.0,1
MORR_0053139,40.0,40.0,1
MORR_0053140,40.0,40.0,1
MORR_0053141,40.0,40.0,1
MORR_0053142,40.0,40.0,1
MORR_0053143,40.0,40.0,1
MORR_0053144,40.0,40.0,1
MORR_0053145,10.0,10.0,1
MORR_0053146,10.0,10.0,1
MORR_0053147,40.0,40.0,1
