well_number,completed_depth_ft,deepest_logged_depth_ft,interval_count
UMAT_0054730,224.0,224.0,7
UMAT_0054761,205.0,205.0,9
UMAT_0054762,20.0,20.0,2
UMAT_0054763,18.0,18.0,2
UMAT_0054769,400.0,400.0,9
UMAT_0054772,285.0,285.0,8
UMAT_0054782,260.0,260.0,2
UMAT_0054809,205.0,205.0,6
UMAT_0054810,245.0,245.0,5
UMAT_0054816,478.0,478.0,9
UMAT_0054827,160.0,160.0,6
UMAT_0054834,136.0,136.0,4
UMAT_0054837,345.0,345.0,4
UMAT_0054839,265.0,265.0,8
UMAT_0054840,285.0,285.0,8
UMAT_0054842,,580.0,1
UMAT_0054843,,580.0,1
UMAT_0054847,370.0,370.0,4
UMAT_0054849,500.0,500.0,5
UMAT_0054850,140.0,140.0,4
UMAT_0054851,325.0,325.0,4
UMAT_0054852,250.0,250.0,9
UMAT_0054855,325.0,325.0,11
UMAT_0054856,144.0,144.0,4
UMAT_0054861,530.0,530.0,15
UMAT_0054863,844.0,844.0,10
UMAT_0054865,210.0,220.0,8
UMAT_0054883,290.0,290.0,9
UMAT_0054884,155.0,156.0,6
UMAT_0054894,264.0,264.0,9
UMAT_0054917,283.0,283.0,7
UMAT_0054919,500.0,500.0,5
UMAT_0054938,283.0,283.0,10
UMAT_0054964,283.0,283.0,5
UMAT_0054965,340.0,340.0,10
UMAT_0054976,325.0,325.0,9
UMAT_0054977,286.0,286.0,8
UMAT_0054984,515.0,515.0,12
UMAT_0054985,280.0,280.0,8
UMAT_0054993,46.0,46.0,3
UMAT_0054994,425.0,425.0,11
UMAT_0054998,600.0,600.0,10
UMAT_0054999,350.0,350.0,9
UMAT_0055007,460.0,460.0,11
UMAT_0055010,260.0,260.0,5
UMAT_0055011,520.0,520.0,9
UMAT_0055028,163.0,163.0,6
UMAT_0055029,226.0,226.0,8
UMAT_0055042,200.0,200.0,6
UMAT_0055044,440.0,440.0,10
UMAT_0055047,243.0,243.0,9
UMAT_0055052,185.0,185.0,6
UMAT_0055056,323.0,323.0,9
UMAT_0055065,247.0,247.0,5
UMAT_0055079,480.0,480.0,13
UMAT_0055080,104.0,104.0,5
UMAT_0055086,443.0,443.0,6
UMAT_0055090,130.0,130.0,6
UMAT_0055091,100.0,100.0,6
UMAT_0055092,200.0,200.0,6
UMAT_0055093,150.0,150.0,5
UMAT_0055094,175.0,175.0,6
UMAT_0055097,125.0,125.0,10
UMAT_0055098,100.0,100.0,6
UMAT_0055102,157.0,157.0,9
UMAT_0055103,159.0,160.0,7
UMAT_0055118,250.0,250.0,9
UMAT_0055119,275.0,275.0,11
UMAT_0055122,90.0,90.0,2
UMAT_0055123,105.0,105.0,2
UMAT_0055124,245.0,245.0,6
UMAT_0055125,265.0,265.0,6
UMAT_0055126,260.0,260.0,7
UMAT_0055133,350.0,350.0,10
UMAT_0055134,80.0,80.0,6
UMAT_0055154,185.0,185.0,8
UMAT_0055161,205.0,205.0,8
UMAT_0055164,109.0,109.0,6
UMAT_0055166,156.0,155.0,8
UMAT_0055172,265.0,265.0,12
UMAT_0055174,693.0,693.0,4
UMAT_0055193,345.0,345.0,11
UMAT_0055194,160.0,160.0,7
UMAT_0055201,405.0,405.0,10
UMAT_0055210,245.0,245.0,7
UMAT_0055213,498.0,498.0,5
UMAT_0055223,225.0,225.0,11
UMAT_0055224,322.0,322.0,8
UMAT_0055225,160.0,160.0,7
UMAT_0055230,580.0,580.0,9
UMAT_0055243,460.0,460.0,12
UMAT_0055244,138.0,138.0,9
UMAT_0055245,138.0,138.0,8
UMAT_0055246,138.0,138.0,10
UMAT_0055247,98.0,98.0,10
UMAT_0055249,118.0,118.0,8
UMAT_0055250,138.0,138.0,7
UMAT_0055251,158.0,158.0,6
UMAT_0055270,340.0,340.0,7
UMAT_0055273,505.0,505.0,14
UMAT_0055280,100.0,100.0,6
UMAT_0055290,80.0,80.0,2
UMAT_0055300,141.0,141.0,3
UMAT_0055303,165.0,165.0,4
UMAT_0055304,390.0,390.0,9
UMAT_0055335,285.0,285.0,7
UMAT_0055338,407.0,407.0,11
UMAT_0055340,485.0,485.0,5
UMAT_0055383,235.0,235.0,8
UMAT_0055390,304.0,304.0,10
UMAT_0055391,79.0,79.0,4
UMAT_0055392,496.0,496.0,15
UMAT_0055395,59.0,59.0,3
UMAT_0055397,142.0,142.0,5
UMAT_0055399,284.0,284.0,5
UMAT_0055422,560.0,560.0,13
UMAT_0055443,1450.0,1450.0,59
UMAT_0055461,287.0,287.0,8
UMAT_0055466,,271.0,7
UMAT_0055471,616.0,616.0,10
UMAT_0055474,200.0,200.0,7
UMAT_0055475,160.0,160.0,4
UMAT_0055476,225.0,220.0,10
UMAT_0055481,205.0,205.0,7
UMAT_0055483,455.0,450.0,16
UMAT_0055488,120.0,120.0,2
UMAT_0055489,112.0,112.0,2
UMAT_0055490,122.0,122.0,2
UMAT_0055491,134.0,134.0,2
UMAT_0055492,140.0,140.0,2
UMAT_0055497,240.0,240.0,7
UMAT_0055499,544.0,544.0,11
UMAT_0055513,465.0,465.0,13
UMAT_0055524,183.0,187.0,6
UMAT_0055530,260.0,260.0,9
UMAT_0055531,160.0,160.0,5
UMAT_0055553,385.0,385.0,10
UMAT_0055579,347.0,347.0,10
UMAT_0055580,1294.0,1294.0,14
UMAT_0055586,260.0,260.0,5
UMAT_0055587,430.0,430.0,7
UMAT_0055595,205.0,205.0,7
UMAT_0055597,230.0,230.0,9
UMAT_0055600,130.0,130.0,6
UMAT_0055602,525.0,525.0,3
UMAT_0055604,80.0,80.0,6
UMAT_0055610,105.0,105.0,7
UMAT_0055612,180.0,180.0,6
UMAT_0055613,90.0,90.0,5
UMAT_0055616,505.0,505.0,5
UMAT_0055617,200.0,200.0,6
UMAT_0055618,175.0,175.0,9
UMAT_0055620,155.0,155.0,4
UMAT_0055628,205.0,205.0,6
UMAT_0055629,470.0,470.0,9
UMAT_0055630,250.0,250.0,5
UMAT_0055634,175.0,175.0,6
UMAT_0055636,0.0,160.0,1
UMAT_0055640,150.0,150.0,7
UMAT_0055641,490.0,490.0,7
UMAT_0055645,55.0,55.0,3
UMAT_0055647,160.0,160.0,4
